time_s,radius_cm,numerical,series,absolute_error
3.000000000000000000e+02,1.900000000000000133e+00,2.325724621154644733e+00,2.325724610312712937e+00,1.084193179679004970e-08
3.000000000000000000e+02,2.000000000000000000e+00,2.060720758561532584e+00,2.060720747818116649e+00,1.074341593465533151e-08
6.000000000000000000e+02,0.000000000000000000e+00,2.549999999999999378e+00,2.550000000000008704e+00,9.325873406851314940e-15
6.000000000000000000e+02,1.000000000000000056e-01,2.549999999999996270e+00,2.550000000000005596e+00,9.325873406851314940e-15
6.000000000000000000e+02,2.000000000000000111e-01,2.549999999999942535e+00,2.549999999999951861e+00,9.325873406851314940e-15
6.000000000000000000e+02,3.000000000000000444e-01,2.549999999999013500e+00,2.549999999999021938e+00,8.437694987151189707e-15
6.000000000000000000e+02,4.000000000000000222e-01,2.549999999984556620e+00,2.549999999984562393e+00,5.773159728050814010e-15
6.000000000000000000e+02,5.000000000000000000e-01,2.549999999787741611e+00,2.549999999787749605e+00,7.993605777301127091e-15
6.000000000000000000e+02,6.000000000000000888e-01,2.549999997465675516e+00,2.549999997465697721e+00,2.220446049250313081e-14
6.000000000000000000e+02,7.000000000000000666e-01,2.549999973864896852e+00,2.549999973865040293e+00,1.434408147815702250e-13
6.000000000000000000e+02,8.000000000000000444e-01,2.549999767906772519e+00,2.549999767907678017e+00,9.054978988842776744e-13
6.000000000000000000e+02,9.000000000000000222e-01,2.549998227539900686e+00,2.549998227544750584e+00,4.849898260772533831e-12
6.000000000000000000e+02,1.000000000000000000e+00,2.549988363894962973e+00,2.549988363916483980e+00,2.152100719854388444e-11
6.000000000000000000e+02,1.100000000000000089e+00,2.549934305843867044e+00,2.549934305922266109e+00,7.839906501772020420e-11
6.000000000000000000e+02,1.200000000000000178e+00,2.549680708970702980e+00,2.549680709201898932e+00,2.311959512724115484e-10
6.000000000000000000e+02,1.300000000000000044e+00,2.548661822748120365e+00,2.548661823287017736e+00,5.388973711717426340e-10
6.000000000000000000e+02,1.400000000000000133e+00,2.545152430800397880e+00,2.545152431745727917e+00,9.453300364725691907e-10
6.000000000000000000e+02,1.500000000000000000e+00,2.534774792919904041e+00,2.534774794005983267e+00,1.086079226553238186e-09
6.000000000000000000e+02,1.600000000000000089e+00,2.508374200156481937e+00,2.508374200430788736e+00,2.743067994970260770e-10
6.000000000000000000e+02,1.700000000000000178e+00,2.450433553561775391e+00,2.450433551594052073e+00,1.967723317619629597e-09
6.000000000000000000e+02,1.800000000000000044e+00,2.340323617586300475e+00,2.340323612595179181e+00,4.991121294040112844e-09
6.000000000000000000e+02,1.900000000000000133e+00,2.158225253486187434e+00,2.158225246698231903e+00,6.787955530995759545e-09
6.000000000000000000e+02,2.000000000000000000e+00,1.894410697367361562e+00,1.894410692029377730e+00,5.337983832731652001e-09
1.800000000000000000e+03,0.000000000000000000e+00,2.549992132725257044e+00,2.549992132733466033e+00,8.208989044078407460e-12
1.800000000000000000e+03,1.000000000000000056e-01,2.549989262197631668e+00,2.549989262207711604e+00,1.007993688517672126e-11
1.800000000000000000e+03,2.000000000000000111e-01,2.549978061270080865e+00,2.549978061286616526e+00,1.653566172876708151e-11
1.800000000000000000e+03,3.000000000000000444e-01,2.549948794304873534e+00,2.549948794335115565e+00,3.024203110157941410e-11
1.800000000000000000e+03,4.000000000000000222e-01,2.549877655906060525e+00,2.549877655962017986e+00,5.595746088715713995e-11
1.800000000000000000e+03,5.000000000000000000e-01,2.549711650646029781e+00,2.549711650746594227e+00,1.005644456597565295e-10
1.800000000000000000e+03,6.000000000000000888e-01,2.549339421350860668e+00,2.549339421523037164e+00,1.721764952833382267e-10
1.800000000000000000e+03,7.000000000000000666e-01,2.548539412777679924e+00,2.548539413055108671e+00,2.774287466422720172e-10
1.800000000000000000e+03,8.000000000000000444e-01,2.546894921636317477e+00,2.546894922052715504e+00,4.163980271698619617e-10
1.800000000000000000e+03,9.000000000000000222e-01,2.543666789737984768e+00,2.543666790313412918e+00,5.754281495740087848e-10
1.800000000000000000e+03,1.000000000000000000e+00,2.537621668480305903e+00,2.537621669200571972e+00,7.202660690097673069e-10
1.800000000000000000e+03,1.100000000000000089e+00,2.526829505213608051e+00,2.526829506007502335e+00,7.938942836460682884e-10
1.800000000000000000e+03,1.200000000000000178e+00,2.508468264083924648e+00,2.508468264808531245e+00,7.246065969468418189e-10
1.800000000000000000e+03,1.300000000000000044e+00,2.478701970251330877e+00,2.478701970699066948e+00,4.477360704413513304e-10
1.800000000000000000e+03,1.400000000000000133e+00,2.432718773373670818e+00,2.432718773312206206e+00,6.146461117850776645e-11
1.800000000000000000e+03,1.500000000000000000e+00,2.365013511867510854e+00,2.365013511112695088e+00,7.548157654468923283e-10
1.800000000000000000e+03,1.600000000000000089e+00,2.269961151115237996e+00,2.269961149619980301e+00,1.495257695438567680e-09
1.800000000000000000e+03,1.700000000000000178e+00,2.142651793889141842e+00,2.142651791815253226e+00,2.073888616394015116e-09
1.800000000000000000e+03,1.800000000000000044e+00,1.979861419008478229e+00,1.979861416744312042e+00,2.264166187870841895e-09
1.800000000000000000e+03,1.900000000000000133e+00,1.780949096983627911e+00,1.780949095084503941e+00,1.899123969195670725e-09
1.800000000000000000e+03,2.000000000000000000e+00,1.548440508246402336e+00,1.548440507304645664e+00,9.417566726455106618e-10
