time_s,q2_center_T,q1_center_T,q2_surface_T,q1_surface_T,q2_center_C,q1_center_C,q2_surface_C,q1_surface_C
1064,29.323654344949887,29.957919075184908,31.753877864858222,32.631146050676499,2.5499999676548102,2.5499999979643433,1.7863884846725275,1.6996930033631763
1065,29.326704211584715,29.96203614002134,31.75915061729517,32.637403352875516,2.5499999671001725,2.5499999979259327,1.7861425565727593,1.6993770479545491
1066,29.329756862178954,29.966156076840178,31.764433432830256,32.643672914211407,2.5499999665370372,2.5499999978868697,1.7858969035181018,1.6990613096729201
1067,29.332812293938368,29.970278879805154,31.769726186475186,32.649954569128511,2.5499999659652897,2.5499999978471468,1.7856515249658675,1.6987457881684958
1068,29.335870503994556,29.974404542931659,31.775028757634566,32.656248157891291,2.5499999653848144,2.5499999978067502,1.7854064203781108,1.6984304830932895
1069,29.33893148940621,29.978533060092886,31.780341029970263,32.662553526261192,2.5499999647954952,2.5499999977656729,1.7851615892215238,1.6981153941010558
1070,29.341995247157438,29.98266442502673,31.7856628910043,32.668870525203573,2.5499999641972155,2.5499999977239027,1.7849170309672027,1.6978005208472469
1071,29.345061774160914,29.986798631343348,31.790994232139351,32.675199010614541,2.5499999635898547,2.5499999976814309,1.7846727450906212,1.6974858629889582
1072,29.348131067254521,29.990935672533176,31.796334948136263,32.681538843063372,2.5499999629732937,2.5499999976382477,1.7844287310713358,1.6971714201848855
1073,29.351203123208194,29.995075541975954,31.801684937362204,32.687889887564495,2.549999962347409,2.5499999975943393,1.7841849883930763,1.6968571920952826
